sid,real,predict,prob,flag
2913104028,0,0,0.6945497781,0
2901202033,0,0,0.9822546957,0
2010042050027,0,0,0.9852325739,0
2010041020027,0,0,0.9672127166,0
2901101004,0,0,0.9854742555,0
2010030050010,0,0,0.980837214,0
2901310029,0,0,0.9738152136,0
2913101006,0,0,0.852322144,0
2911101022,0,0,0.8466752555,0
2906004029,1,1,0.4191655533,3
2902108036,1,0,0.9704217278,2
2010013010027,0,0,0.9810695594,0
2010021020001,0,0,0.9608522075,0
2912701027,0,0,0.6945497781,0
2903201025,0,0,0.9817191229,0
2907301010,0,0,0.9626713735,0
2910201020,0,0,0.8806864143,0
2907102023,1,0,0.6423044789,2
2902104019,0,0,0.8283577448,0
2903305013,0,0,0.9668872463,0
2913101028,0,0,0.8384414945,0
2906306024,1,0,0.5968584979,2
2908003021,0,0,0.8983373134,0
2010021030021,0,0,0.8737363108,0
2911103021,0,0,0.9642621232,0
2902113032,0,0,0.9784827216,0
2905201011,0,0,0.732646271,0
2010012030015,0,0,0.941236471,0
2905302024,1,0,0.7298016795,2
2908006025,0,0,0.9335899317,0
2010033050023,0,0,0.9352308141,0
2010051040011,0,0,0.8929879746,0
2010084030011,0,0,0.9779505456,0
2906303024,0,0,0.868521299,0
2010033010031,0,0,0.9800157757,0
2010063060009,0,0,0.9556470086,0
2901201018,0,0,0.9830172979,0
2010072010018,1,0,0.662178085,2
2904302005,0,0,0.9623318711,0
2010080080013,0,0,0.9683960909,0
2010051060030,0,0,0.9852156149,0
2010080030009,0,0,0.9128227344,0
2010111010001,0,0,0.9792740292,0
2911102010,0,0,0.9781839507,0
2010054010010,0,0,0.789219729,0
2010063050034,0,0,0.8382516753,0
2010013040014,1,0,0.6945497781,2
2010042050022,0,0,0.9855971532,0
2902109014,0,0,0.9713589102,0
2907201005,0,0,0.9635348933,0
2010080020019,0,0,0.963904362,0
2010071060005,0,0,0.8703318161,0
2906302020,0,0,0.957729615,0
2010091030017,0,0,0.9762555953,0
2010052020008,0,0,0.9720037599,0
2906302034,0,0,0.9782487709,0
2903001012,0,0,0.9666418889,0
2010054020002,0,0,0.8060853866,0
2010020030009,1,0,0.8485991058,2
2010063020024,0,0,0.972286707,0
2908004022,0,0,0.9088799759,0
2010013120032,1,0,0.6461332075,2
2010060040032,0,0,0.9865340325,0
2010021080004,0,0,0.9644543499,0
2906306001,0,0,0.8223837711,0
2010052020026,0,0,0.9684135927,0
2010021030028,0,0,0.9773640676,0
2010020030025,0,0,0.9477326305,0
2906306013,0,0,0.9578984915,0
2911103029,0,0,0.930987861,0
2010131020028,0,0,0.8617598503,0
2010013080021,0,0,0.98268122,0
2010080030021,0,0,0.9714354937,0
2010063010005,0,0,0.8624716343,0
2907106020,0,0,0.9792917673,0
2902106011,0,0,0.8899965227,0
2905404033,0,0,0.9587412337,0
2010021010028,0,0,0.9616380051,0
2010042020005,0,0,0.9616292498,0
2010127030028,0,0,0.9064604664,0
2908003035,0,0,0.9569532377,0
2010051020033,0,0,0.9391241124,0
2010060060028,0,0,0.9748332644,0
2010073040017,0,0,0.9824275695,0
2010013050006,0,0,0.9123202623,0
2907305020,0,0,0.9597338997,0
2010071050005,0,0,0.9787840815,0
2010073050013,0,0,0.9808766073,0
2903003017,0,0,0.8959959104,0
2010080040015,0,0,0.891602076,0
2010071050004,0,0,0.9841029435,0
2903003030,0,0,0.9853463971,0
2010131040016,0,0,0.8907214122,0
2901202024,0,0,0.9839749774,0
2905202017,0,0,0.9845676013,0
2901312027,0,0,0.9057159268,0
2010054020015,0,0,0.9830338971,0
2906303001,0,0,0.8155709141,0
2010013130029,0,0,0.9488237336,0
2901303025,0,0,0.9593255287,0
2901101008,0,0,0.8388583621,0
2010073010026,0,0,0.9742014109,0
2010042020019,0,0,0.9715946583,0
2010013080031,0,0,0.979390656,0
2907105020,1,1,0.446027193,3
2010020030027,0,0,0.9743770189,0
2010111040002,0,0,0.9762907932,0
2010231040010,0,0,0.9409866546,0
2010025010005,1,0,0.9232717537,2
2902001011,0,0,0.9386168512,0
2901312019,0,0,0.9717970509,0
2901101014,1,0,0.6700419054,2
2010051030025,0,0,0.9830561927,0
2010041010003,0,0,0.8905503215,0
2911102026,0,0,0.9866392269,0
2910101026,0,0,0.6945497781,0
2010012020017,1,0,0.9456506977,2
2010011020016,0,0,0.9195851746,0
2010127030031,0,0,0.8724612282,0
2010063060022,0,0,0.9756258924,0
2906302013,1,0,0.5155314422,2
2010054010009,0,0,0.8768100279,0
2901303019,0,0,0.9705835344,0
2010032030008,0,0,0.9509888404,0
2010082010002,0,0,0.8686650397,0
2908005015,0,0,0.7739003214,0
2010051060018,0,0,0.9647260836,0
2908202023,0,0,0.805757229,0
2010054020001,0,0,0.9817217928,0
2901102013,0,0,0.9663345468,0
2906302021,0,0,0.9777986106,0
2905403033,0,0,0.9267046976,0
2010031020012,0,0,0.9567777997,0
2907306021,0,0,0.945371637,0
2010071020020,0,0,0.9594402711,0
2010033050007,0,0,0.9092691568,0
2902501015,0,0,0.8775586953,0
2010012030014,0,0,0.9864715298,0
2913104023,0,0,0.8384414945,0
2907304017,0,0,0.7587842025,0
2907102027,0,0,0.9215587204,0
2010051060004,0,0,0.9851026313,0
2903203002,0,0,0.9825085647,0
2010073060026,0,0,0.9600873006,0
2906301011,0,0,0.68615039,0
2908006016,0,0,0.9393838448,0
2010013030002,0,0,0.8339268726,0
2010034010023,0,0,0.9687802124,0
2010071050028,0,0,0.9614051048,0
2903005002,0,0,0.9770873481,0
2010042030014,0,0,0.973301696,0
2010080010010,0,0,0.9863671389,0
2010034010018,0,0,0.9696195802,0
2010060050001,0,0,0.7621421298,0
2906002004,0,0,0.9595568145,0
2901304023,0,0,0.9265662736,0
2902104003,0,0,0.9685679723,0
2906007030,0,0,0.9353845114,0
2010063030030,0,0,0.9602868696,0
2010031030028,0,0,0.9752178695,0
2010073020019,0,0,0.9769868131,0
2903402005,0,0,0.98507024,0
2903201012,0,0,0.9835576527,0
2010054030012,0,0,0.9342628847,0
2010091020018,0,0,0.9086277198,0
2906003034,0,0,0.9579277893,0
2010073040026,0,0,0.9828918851,0
2905101013,1,0,0.6380141221,2
2906007011,0,0,0.9141273915,0
2902107004,0,0,0.9169999718,0
2905301013,0,0,0.9815780903,0
2902002018,0,0,0.8219819502,0
2010011020012,1,0,0.8693108643,2
2010043030002,0,0,0.9234352189,0
2902003020,0,0,0.9683233522,0
2010063030020,1,0,0.8972290015,2
2010073030022,0,0,0.9653209357,0
2010132010023,0,0,0.922083019,0
2010063040001,0,0,0.973169395,0
2913103002,0,0,0.870473812,0
2010102010007,0,0,0.9206130236,0
2010071060022,0,0,0.9748073275,0
2902113010,0,0,0.968593212,0
2010051050004,0,0,0.957345555,0
2010021100009,0,0,0.9832865657,0
2010080070024,0,0,0.9836395738,0
2902107005,1,0,0.9462657841,2
2010111030020,0,0,0.909276299,0
2010080060023,0,0,0.9348782935,0
2010013060033,0,0,0.8836485838,0
2903002013,0,0,0.973695593,0
2010231060018,0,0,0.9566012071,0
2908201028,0,0,0.9675251714,0
2010042020027,0,0,0.9868001014,0
2010021030034,1,0,0.9211980522,2
2010111010010,0,0,0.96399986,0
2010063020025,0,0,0.951019318,0
2010012010013,0,0,0.9758362914,0
2010060030018,0,0,0.9801602706,0
2010032010005,0,0,0.9451072273,0
2901302029,0,0,0.9464245351,0
2908202006,1,0,0.5534981927,2
2010013050033,0,0,0.9861973107,0
2911101029,0,0,0.986067153,0
2908007001,0,0,0.9568385041,0
2010111040018,1,0,0.835056765,2
2010030050028,0,0,0.9251109488,0
2912401005,0,0,0.8619529548,0
2923101017,0,1,0.4823227361,1
2010021100014,0,0,0.951714762,0
2010021010008,0,0,0.9367094131,0
2909102007,0,0,0.904831714,0
2903002014,0,0,0.9557468065,0
2010021030024,0,0,0.9627957396,0
2010054010004,0,0,0.9048731764,0
2010032020010,0,0,0.976235578,0
2010060020034,0,0,0.9817299314,0
2902113024,0,0,0.9655497823,0
2908001016,0,0,0.8745571954,0
2907201027,0,0,0.9680260858,0
2010084020001,0,0,0.9839021444,0
2010021100031,0,0,0.6794557366,0
2902111034,1,0,0.6611815329,2
2010042030029,0,0,0.9528666035,0
2906003025,0,0,0.9811759282,0
2010111030001,0,0,0.9836840221,0
2010084010008,0,0,0.9504152417,0
2010063020033,0,0,0.9791595659,0
2010021040035,0,0,0.9484260201,0
2907106006,0,0,0.9767465121,0
2010080020030,0,0,0.9847097142,0
2906305009,0,0,0.9799296995,0
2901308031,0,0,0.8872567012,0
2901310034,0,0,0.9862433578,0
2910101016,0,0,0.6945497781,0
2903301005,0,0,0.8064467815,0
2903001017,0,0,0.9718255911,0
2010071030018,0,0,0.8834678798,0
2010034010001,0,0,0.9814375754,0
2907301005,0,0,0.9874684781,0
2010020020003,1,0,0.8710073519,2
2903305022,0,0,0.9649628096,0
2010041010011,0,0,0.9556247452,0
2010031010013,0,0,0.9364706131,0
2010073030034,0,0,0.9758368697,0
2010073030003,0,0,0.9824927414,0
2904301009,0,0,0.9269408989,0
2907306005,0,0,0.9655306086,0
2905402025,0,0,0.9626124921,0
2910102001,1,0,0.6945497781,2
2911102028,0,0,0.9534324864,0
2912601017,0,0,0.9676770486,0
2903202015,0,0,0.9693791379,0
2010042040024,0,0,0.9864006885,0
2010032010017,0,0,0.9434689397,0
2010073060011,0,0,0.9647480261,0
2010060030033,0,0,0.9323961484,0
2905302004,1,0,0.6979703655,2
2010030020005,0,0,0.9312836061,0
2902004001,0,0,0.9699487932,0
2010054010005,0,0,0.9828050218,0
2010025020021,1,0,0.7814975919,2
2903301029,0,0,0.981488584,0
2908201007,1,0,0.8432083322,2
2010063040008,0,0,0.9821955726,0
2010063010033,0,0,0.9376257233,0
2908008006,0,0,0.9603785344,0
2902105020,0,0,0.9623449836,0
2903402010,0,0,0.66240256,0
2900102011,0,0,0.873834708,0
2010080010020,0,0,0.9811669837,0
2010101010034,0,0,0.9178086618,0
2010012020005,0,0,0.9601693953,0
2010126030014,0,0,0.9087346561,0
2010127030006,0,0,0.7922804811,0
2901311022,0,0,0.9461082076,0
2010132010019,0,0,0.92709389,0
2010032030006,0,0,0.970258362,0
2010060060018,1,0,0.945761713,2
2906301021,0,0,0.9802289923,0
2010033010035,0,0,0.8991827786,0
2010053020025,1,1,0.4032549489,3
2010021050015,0,0,0.9595557343,0
2923104023,0,0,0.9653429342,0
2907102030,0,0,0.8467079958,0
2010231040035,1,0,0.6670159861,2
2010054040009,0,0,0.9692036753,0
2909202020,0,0,0.9049210995,0
2010013090014,0,0,0.9490876174,0
2905301010,0,0,0.9638663645,0
2010043030029,0,0,0.7768173985,0
2010231050004,0,0,0.9593668658,0
2901302027,1,0,0.9135294628,2
2010031020018,0,0,0.9776450475,0
2010132010009,0,0,0.6945497781,0
2901201006,0,0,0.967174812,0
2904101015,0,0,0.9320970863,0
2903005020,0,0,0.9812438831,0
2905302018,0,0,0.9659433021,0
2010013130024,0,0,0.8920340329,0
2913201029,0,0,0.6945497781,0
2010023020007,0,0,0.8837756589,0
